Date,valor
2006-10-29,0.005153742443352325
2006-11-05,0.0004144942079888305
2006-11-12,0.003294845091479124
2006-11-19,0.006164398428512513
2006-11-26,0.0015531496962221919
2006-12-03,0.02749998186973769
2006-12-10,0.002186343760511268
2006-12-17,0.01054105425051871
2006-12-24,0.03000737175317636
2006-12-31,0.015149164986298537
2007-01-07,0.004435358365637645
2007-01-14,0.024497244686180492
2007-01-21,0.0252637006165546
2007-01-28,0.00290050203751316
2007-02-04,0.01085709368366703
2007-02-11,0.00841872772515077
2007-02-18,0.059747626929225195
2007-02-25,0.02945766679672259
2007-03-04,0.01557178971119762
2007-03-11,0.0021261271243957504
2007-03-18,0.033987253053812
2007-03-25,0.003411178168459722
2007-04-01,0.007487325422370802
2007-04-08,0.0031433259712115654
2007-04-15,0.010123976998546764
2007-04-22,0.0026703299013870296
2007-04-29,0.007657215047725997
2007-05-06,0.002345314272112463
2007-05-13,0.0026367877350902593
2007-05-20,0.002427455357142857
2007-05-27,0.0030304110663481763
2007-06-03,0.0031018933452834417
2007-06-10,0.005807232706553486
2007-06-17,0.004561766315917523
2007-06-24,0.003694198689808874
2007-07-01,0.013084377024400778
2007-07-08,0.0037550424856235515
2007-07-15,0.004738376802203142
2007-07-22,0.005725152232404766
2007-07-29,0.005382944565114742
2007-08-05,0.002275996677179925
2007-08-12,0.0030640066949221174
2007-08-19,0.0025762913575905926
2007-08-26,0.005903268763471122
2007-09-02,0.0015136548724763537
2007-09-09,0.00131957773512476
2007-09-16,0.0046694641065852865
2007-09-23,0.0004733443544854676
2007-09-30,0.0009049965709114306
2007-10-07,0.0011056026590800258
2007-10-14,0.0022159690467815686
2007-10-21,0.005845152748630262
2007-10-28,0.002395513344418454
2007-11-04,0.0019460622315318693
2007-11-11,0.0010504348800403367
2007-11-18,0.001685574004392284
2007-11-25,0.002613544396842957
2007-12-02,0.011989139250326176
2007-12-09,0.012072951451322887
2007-12-16,0.03760726189631941
2007-12-23,0.010882993933841392
2007-12-30,0.006871883163144146
2008-01-06,0.009143724004567694
2008-01-13,0.006789560407226505
2008-01-20,0.01744664142892068
2008-01-27,0.0106076857639531
2008-02-03,0.013595266833028502
2008-02-10,0.025842147364678696
2008-02-17,0.01687301413388846
2008-02-24,0.01953522357694457
2008-03-02,0.005169057746377334
2008-03-09,0.026370809525855278
2008-03-16,0.003018230973343728
2008-03-23,0.0199357419373305
2008-03-30,0.001966097332542128
2008-04-06,0.004277791312572551
2008-04-13,0.0026832925578091707
2008-04-20,0.0009834747526955823
2008-04-27,0.003273933458738387
2008-05-04,0.0031602187621755005
2008-05-11,0.002601241929991088
2008-05-18,0.0018942830392718985
2008-05-25,0.0004073983541106494
2008-06-01,0.003544888604781241
2008-06-08,0.006519915248211823
2008-06-15,0.00649592598581301
2008-06-22,0.005820476858345021
2008-06-29,0.004967246996181735
2008-07-06,0.001989578398863098
2008-07-13,0.004803175746787876
2008-07-20,0.0009351533930714904
2008-07-27,0.009559280817849581
2008-08-03,0.0032912934783369866
2008-08-10,0.00942395876491366
2008-08-17,0.006385903083700441
2008-08-24,0.006704834882556545
2008-08-31,0.00115222318028859
2008-09-07,0.011155215965608672
2008-09-14,0.03045976096885593
2008-09-21,0.008677498266890842
2008-09-28,0.0010605130331470126
2008-10-05,0.00016001536147470158
2008-10-12,0.000966183574879227
2008-10-19,0.0008705235919879884
2008-10-26,0.0014692261011210834
2008-11-02,0.001431213315108145
2008-11-09,0.0012609530234762147
2008-11-16,0.002967168163652592
2008-11-23,0.0008087181417098384
2008-11-30,0.002586595648733504
2008-12-07,0.00372042505248312
2008-12-14,0.007698978923942924
2008-12-21,0.044816590726559954
2008-12-28,0.01963105863650665
